incident_id,department_id,reported_by_doctor_id,reported_by_nurse_id,incident_type,severity,incident_date,incident_time,description,action_taken,status
INC02876,DEP001,DOC0081,NUR0176,Needle Stick Injury,Medium,2025-09-03,21:45:19,Sed quasi unde praesentium rerum animi. Possimus possimus sed veritatis debitis dolore vitae repudiandae.,Unde quaerat quidem eligendi quas vero velit soluta facilis id.,Under Investigation
INC02877,DEP002,DOC0050,NUR0077,Patient Complaint,Critical,2025-04-24,23:29:42,Illum nostrum dolores beatae tempore labore cupiditate. Iste nesciunt similique mollitia nostrum cumque id sint.,Expedita deserunt quis sit maiores dolore ipsam quo.,Under Investigation
INC02878,DEP008,DOC0006,NUR0214,Patient Fall,Low,2026-05-05,12:58:48,Laudantium nulla fuga quisquam fuga temporibus praesentium consequuntur. Magni illo earum porro.,Et impedit officia dolorem accusantium sequi ea.,Open
INC02879,DEP006,DOC0091,NUR0230,Fire Safety Incident,Medium,2026-02-10,08:11:13,Expedita nam expedita tempore sapiente culpa.,Possimus ad reiciendis voluptatem repellat ipsum porro ex adipisci.,Resolved
INC02880,DEP009,DOC0070,NUR0181,Wrong Patient Identification,Critical,2024-11-01,22:42:52,Maxime magnam nobis illo ex.,In dolorum dolores dicta ratione voluptate ex modi repellat velit.,Closed
INC02881,DEP003,DOC0016,NUR0179,Delay in Treatment,Critical,2025-03-30,21:30:00,Placeat id nihil eligendi magnam perferendis.,Architecto sunt enim beatae nostrum pariatur illum fugiat.,Open
INC02882,DEP002,DOC0038,NUR0107,Data Privacy Incident,Critical,2025-07-15,08:47:08,Repellat velit eum minima sint sequi distinctio.,Exercitationem sequi maxime ad necessitatibus voluptatibus ducimus eos ipsum magni.,Open
INC02883,DEP005,DOC0094,NUR0109,Data Privacy Incident,High,2025-05-27,07:29:45,Molestiae iste rerum id.,Quo molestiae quaerat expedita quos repudiandae provident saepe ut.,Open
INC02884,DEP002,DOC0076,NUR0165,Delay in Treatment,Critical,2025-05-24,15:54:55,Incidunt unde unde a similique blanditiis et. Voluptatem fuga aperiam laudantium excepturi nam labore.,Optio id ex dicta ab nemo deserunt nemo.,Under Investigation
INC02885,DEP005,DOC0008,NUR0134,Patient Fall,Critical,2024-08-04,16:40:34,Consectetur nobis explicabo iste.,Doloremque excepturi vero laborum aut exercitationem nam.,Resolved
INC02886,DEP003,DOC0017,NUR0016,Fire Safety Incident,Critical,2025-04-07,20:46:59,Delectus aliquid consectetur nam dolores inventore minima.,Nostrum a est eius ducimus atque.,Under Investigation
INC02887,DEP010,DOC0097,NUR0239,Equipment Failure,High,2024-11-01,07:00:26,Sapiente quasi modi reprehenderit unde soluta unde. Error sunt aperiam fugiat voluptatum adipisci.,Deleniti mollitia inventore aspernatur illum porro voluptatem totam.,Open
INC02888,DEP005,DOC0064,NUR0012,Laboratory Error,High,2026-05-24,11:41:16,Maiores omnis nam provident repellat deleniti. Dolore ut laudantium cumque modi.,Dolorem doloribus quam sunt repellat.,Open
INC02889,DEP003,DOC0078,NUR0168,Needle Stick Injury,Low,2024-08-26,20:27:44,Aspernatur at nulla alias numquam magni.,Distinctio cupiditate voluptatem alias fugit.,Resolved
INC02890,DEP004,DOC0002,NUR0037,Patient Fall,Medium,2025-01-30,21:51:40,Facere nobis aut veniam ex. Veritatis nesciunt sunt nostrum aliquam.,Dolore dolore deleniti nihil quasi possimus tenetur repellat eligendi quam.,Resolved
INC02891,DEP003,DOC0016,NUR0007,Patient Fall,Medium,2024-08-31,20:15:27,Ea voluptas distinctio asperiores.,Quas harum laborum cumque nobis aliquid repellat.,Closed
INC02892,DEP008,DOC0020,NUR0081,Patient Fall,Critical,2026-01-28,16:14:21,Id praesentium minus cum quidem.,Optio in officia ad esse esse delectus officia.,Under Investigation
INC02893,DEP002,DOC0085,NUR0241,Delay in Treatment,High,2025-06-18,00:40:55,Occaecati nulla fugit consequatur atque molestias. Sapiente saepe quod voluptatibus nihil repellendus quae animi.,Veritatis harum eligendi aspernatur ratione eaque cupiditate velit quae modi.,Resolved
INC02894,DEP009,DOC0007,NUR0146,Medication Error,Medium,2025-06-16,19:20:48,Quae accusamus minima. Voluptatum ipsa aperiam quod suscipit aut.,Quasi quisquam occaecati odit quia laudantium voluptates corporis.,Open
INC02895,DEP001,DOC0081,NUR0233,Wrong Patient Identification,Critical,2025-04-01,01:33:27,Ipsam asperiores ex ducimus unde minima voluptatum.,Unde occaecati voluptatibus expedita maiores ex molestiae quia.,Under Investigation
INC02896,DEP007,DOC0043,NUR0002,Fire Safety Incident,Critical,2026-02-20,04:40:42,Corrupti minus quia placeat. Tenetur eos doloremque.,In nisi debitis accusamus labore.,Closed
INC02897,DEP001,DOC0084,NUR0212,Laboratory Error,Low,2026-06-15,03:09:41,Animi dignissimos hic voluptate placeat aut.,Ex illo atque assumenda molestias quos.,Resolved
INC02898,DEP004,DOC0065,NUR0175,Wrong Patient Identification,High,2026-03-01,10:28:34,Commodi velit blanditiis iste exercitationem nemo. Quasi distinctio magni.,Neque ea quod recusandae repellat.,Closed
INC02899,DEP007,DOC0072,NUR0067,Data Privacy Incident,Medium,2024-12-30,20:09:41,Neque ab libero beatae fuga.,Suscipit incidunt error consectetur qui recusandae molestias magni illum maxime.,Resolved
INC02900,DEP008,DOC0042,NUR0162,Laboratory Error,Low,2026-03-16,08:17:14,Consequatur expedita vero quo voluptates occaecati corrupti.,Id facilis officia dolorem libero iure modi.,Open
INC02901,DEP006,DOC0051,NUR0091,Medication Error,Medium,2025-06-05,19:21:41,Consequatur possimus ratione quae. Unde vitae itaque perferendis minima beatae dicta.,Reiciendis soluta iure aut qui cupiditate iste.,Under Investigation
INC02902,DEP002,DOC0076,NUR0241,Delay in Treatment,Medium,2026-02-03,15:59:51,Aliquam suscipit fugiat consequatur quo.,Officiis officiis laudantium tempore nisi incidunt quidem inventore officia.,Open
INC02903,DEP003,DOC0017,NUR0213,Data Privacy Incident,High,2025-06-14,07:39:05,Atque optio quibusdam porro sit facilis id sapiente.,Provident similique fugit repellat impedit ex error exercitationem rem optio.,Open
INC02904,DEP004,DOC0035,NUR0169,Data Privacy Incident,Low,2026-01-21,18:11:18,Numquam saepe aliquam saepe assumenda possimus aut.,Fugiat eum ab odio ratione dolore.,Closed
INC02905,DEP003,DOC0074,NUR0008,Data Privacy Incident,Low,2024-10-04,07:12:25,Fugiat odio voluptate molestiae.,Porro dicta nulla eaque nemo est.,Resolved
INC02906,DEP001,DOC0084,NUR0188,Wrong Patient Identification,High,2026-03-08,16:01:09,Dolores fugit sapiente rerum.,Accusantium facere qui assumenda ratione repellendus eaque.,Under Investigation
INC02907,DEP004,DOC0018,NUR0243,Delay in Treatment,Critical,2025-06-28,22:17:10,Laborum libero distinctio aliquam voluptatibus deleniti.,Vitae quasi quis ratione error.,Open
INC02908,DEP001,DOC0061,NUR0208,Patient Fall,Critical,2025-04-08,00:08:15,Dolores maiores voluptatibus suscipit autem delectus recusandae. Rerum minima quasi.,Odio accusantium atque eveniet blanditiis beatae amet amet quam.,Under Investigation
INC02909,DEP007,DOC0072,NUR0049,Wrong Patient Identification,Medium,2025-04-05,01:15:59,Nulla quo enim dolorem nam laborum reiciendis. Perferendis dicta nihil.,Eaque fugit culpa voluptas dolor aperiam ea.,Closed
INC02910,DEP001,DOC0061,NUR0212,Fire Safety Incident,High,2025-04-08,16:43:55,In doloribus earum at adipisci pariatur ipsum. Ex nostrum ut.,Iste totam neque reprehenderit corrupti.,Resolved
INC02911,DEP010,DOC0093,NUR0075,Data Privacy Incident,Low,2025-01-24,20:56:47,Temporibus modi voluptas omnis odio.,Sapiente necessitatibus ea incidunt delectus cum sapiente nesciunt.,Resolved
INC02912,DEP003,DOC0017,NUR0013,Laboratory Error,Low,2026-03-30,21:24:47,Voluptate veniam impedit vero. Id amet quos aliquid accusamus praesentium nulla.,Ducimus amet cupiditate iure quibusdam harum ducimus non consectetur corrupti.,Open
INC02913,DEP009,DOC0011,NUR0180,Laboratory Error,Low,2025-08-11,04:44:28,Corporis non illo quasi itaque expedita. Impedit accusantium perferendis delectus quaerat mollitia.,Praesentium placeat eius velit explicabo.,Under Investigation
INC02914,DEP007,DOC0047,NUR0226,Delay in Treatment,High,2026-05-30,15:36:01,Quas mollitia nemo occaecati quaerat hic.,Dolor architecto officiis ex.,Open
INC02915,DEP004,DOC0056,NUR0244,Delay in Treatment,Medium,2025-02-11,17:03:22,Soluta numquam asperiores quasi cupiditate repellat.,Amet explicabo rerum rerum dicta voluptates fuga consectetur tempora tempora.,Under Investigation
INC02916,DEP001,DOC0061,NUR0206,Patient Complaint,Low,2025-09-27,14:32:22,Sint maiores distinctio quia illum sequi culpa.,Doloribus blanditiis beatae aliquam quo.,Closed
INC02917,DEP007,DOC0072,NUR0088,Patient Complaint,High,2025-12-21,02:51:23,Ratione odio saepe laboriosam quo nesciunt. Qui ex rem.,Aliquam perferendis facere eum voluptas nisi vel.,Resolved
INC02918,DEP003,DOC0016,NUR0026,Delay in Treatment,High,2025-03-28,13:43:51,Dolorum dolores aliquam ex architecto illo. Illum necessitatibus vel deleniti maiores hic.,Ad consequatur nihil accusantium blanditiis nam alias ratione tempora doloremque dolore.,Resolved
INC02919,DEP008,DOC0090,NUR0167,Laboratory Error,Critical,2025-03-08,15:49:59,Perferendis sunt corrupti aliquid quasi porro. Suscipit veritatis laboriosam aspernatur nihil quas.,Laborum sunt deserunt aspernatur quasi aspernatur officiis natus.,Closed
INC02920,DEP004,DOC0012,NUR0027,Data Privacy Incident,High,2025-11-24,06:36:53,Recusandae odio expedita eveniet maxime sequi.,Consectetur officia dolorum illo laborum ab.,Closed
INC02921,DEP004,DOC0075,NUR0003,Patient Complaint,High,2025-11-20,19:21:06,Nostrum molestias animi. Velit possimus at minima dolorem maxime.,Accusantium mollitia dignissimos quia reprehenderit quasi.,Open
INC02922,DEP004,DOC0035,NUR0037,Fire Safety Incident,Medium,2025-12-15,13:10:19,Excepturi exercitationem fuga sequi ipsam reprehenderit.,Aspernatur dignissimos quia repellat blanditiis illo qui illo expedita.,Closed
INC02923,DEP003,DOC0078,NUR0013,Wrong Patient Identification,Low,2025-10-15,05:12:09,Reiciendis voluptatum iure facilis voluptas ea odio. Maiores dolores deleniti recusandae.,Corporis animi necessitatibus quaerat accusantium enim aperiam incidunt.,Open
INC02924,DEP007,DOC0047,NUR0033,Patient Complaint,Medium,2025-02-08,17:55:44,Architecto dolor sed deleniti enim unde eum.,Perspiciatis fuga voluptatem quam a voluptatum quasi nam provident.,Under Investigation
INC02925,DEP008,DOC0025,NUR0220,Patient Complaint,High,2025-10-31,21:56:55,Quod in temporibus explicabo distinctio nemo non. Minus sunt earum repudiandae fugit.,Eveniet nisi dicta pariatur maiores quod omnis eius vero voluptate.,Resolved
INC02926,DEP006,DOC0062,NUR0036,Delay in Treatment,Critical,2026-02-25,15:26:54,Impedit dolores eaque hic. Corporis quaerat eos placeat asperiores corporis sint occaecati.,Cum nobis numquam tempore adipisci nihil dignissimos consectetur.,Resolved
INC02927,DEP002,DOC0034,NUR0071,Laboratory Error,Low,2024-10-18,23:35:55,Eveniet quasi praesentium doloremque tempora magni incidunt.,Placeat corrupti pariatur vel enim.,Open
INC02928,DEP007,DOC0077,NUR0100,Patient Fall,Critical,2026-05-17,11:52:45,Voluptas ut fugit a. Aspernatur provident explicabo explicabo reprehenderit aspernatur laudantium consequuntur.,Iste incidunt eum praesentium labore non eum eius.,Resolved
INC02929,DEP002,DOC0019,NUR0165,Patient Fall,Low,2025-10-06,20:48:38,Reiciendis nihil occaecati aliquid animi. Sequi quod natus fuga numquam quasi eum at.,Officia placeat ut nisi accusantium.,Closed
INC02930,DEP010,DOC0100,NUR0015,Wrong Patient Identification,Critical,2025-06-25,18:56:04,Eveniet dolorem accusamus maiores officiis ratione. Consequatur sed exercitationem autem ad nesciunt.,Sed error fugiat sed occaecati eligendi temporibus.,Open
INC02931,DEP009,DOC0011,NUR0044,Laboratory Error,Low,2025-09-23,19:19:55,Tempora eius unde est. Provident doloremque rem expedita odio non similique.,Velit voluptates ullam eligendi aliquam sequi modi.,Resolved
INC02932,DEP009,DOC0088,NUR0156,Medication Error,Low,2024-10-25,06:23:32,Alias deserunt ipsam perspiciatis illo omnis error. Ut consectetur a ipsam neque.,Nemo at culpa adipisci minima porro iste.,Resolved
INC02933,DEP002,DOC0019,NUR0165,Patient Complaint,High,2025-06-11,02:42:07,Beatae quod consequatur mollitia molestiae dolores enim.,Doloribus molestias deleniti culpa quod.,Under Investigation
INC02934,DEP006,DOC0010,NUR0151,Equipment Failure,High,2026-05-25,21:57:15,Officiis nam recusandae accusamus nesciunt.,Explicabo error non commodi reiciendis rem dignissimos accusantium veniam.,Open
INC02935,DEP004,DOC0004,NUR0244,Patient Complaint,High,2025-05-20,07:34:14,Atque iste odio enim quidem occaecati.,Error consequuntur ab in ipsam ab.,Under Investigation
INC02936,DEP002,DOC0039,NUR0105,Equipment Failure,High,2026-03-13,15:25:24,Autem quas voluptatibus nisi vero maiores.,Placeat quo modi ipsa eaque vitae delectus tempora.,Under Investigation
INC02937,DEP001,DOC0084,NUR0208,Patient Fall,Medium,2025-07-12,23:18:06,Non suscipit vel eos facilis fugiat iure numquam.,Explicabo unde harum ea quo porro nisi qui.,Under Investigation
INC02938,DEP005,DOC0064,NUR0237,Wrong Patient Identification,High,2026-04-26,02:56:49,Quisquam reprehenderit exercitationem.,Occaecati nobis consectetur nihil quae deleniti.,Closed
INC02939,DEP003,DOC0087,NUR0009,Patient Fall,High,2026-03-30,21:35:27,Accusantium illum quidem ipsa amet necessitatibus. Quas vero harum voluptatum odit.,Qui sunt tenetur maxime modi.,Open
INC02940,DEP004,DOC0012,NUR0242,Wrong Patient Identification,Critical,2024-08-13,14:57:39,Vero inventore nihil magnam dolorum veritatis.,Eligendi vero assumenda tenetur perferendis.,Under Investigation
INC02941,DEP003,DOC0059,NUR0218,Delay in Treatment,High,2024-12-20,21:09:47,Iure officia neque dicta doloremque illum rerum. Quod nesciunt iure exercitationem nesciunt nemo.,Soluta explicabo eius veniam sequi mollitia voluptatibus blanditiis.,Open
INC02942,DEP007,DOC0095,NUR0060,Wrong Patient Identification,Critical,2024-08-22,09:04:50,Rerum dolorem voluptas repudiandae occaecati consequatur similique. Ipsa saepe ducimus repellat vero quidem.,Voluptatem doloribus ipsa provident deleniti quod.,Resolved
INC02943,DEP010,DOC0009,NUR0207,Delay in Treatment,Medium,2026-06-12,12:16:09,Nesciunt nostrum rem odio. Voluptas similique nesciunt aliquid expedita.,Temporibus laboriosam pariatur fuga sunt sequi maxime.,Under Investigation
INC02944,DEP007,DOC0072,NUR0119,Wrong Patient Identification,Critical,2025-07-15,23:38:26,Placeat architecto debitis. Aperiam natus commodi impedit maiores doloribus.,Maiores voluptatibus voluptate sunt natus corrupti.,Under Investigation
INC02945,DEP010,DOC0032,NUR0129,Patient Complaint,Medium,2025-12-07,04:52:58,Aliquam possimus voluptas voluptate. Expedita ea nobis placeat.,Ipsa sequi excepturi pariatur debitis.,Under Investigation
INC02946,DEP006,DOC0033,NUR0230,Patient Fall,Medium,2026-06-20,05:19:08,Dolorem magnam repellendus nihil. Facilis quae consequuntur sed atque quae.,Laboriosam illo autem est.,Under Investigation
INC02947,DEP004,DOC0018,NUR0175,Patient Complaint,Low,2026-02-04,01:04:28,Velit possimus pariatur.,Adipisci fugit atque pariatur incidunt.,Open
INC02948,DEP001,DOC0089,NUR0212,Delay in Treatment,Critical,2024-09-29,10:01:50,Sequi ipsam itaque odio voluptates.,Rem aperiam similique accusantium dolorem libero sit eum.,Open
INC02949,DEP009,DOC0079,NUR0124,Medication Error,Low,2025-07-15,02:46:03,Illum fugit nostrum et.,Numquam possimus nam nesciunt cumque eligendi.,Open
INC02950,DEP005,DOC0066,NUR0171,Medication Error,High,2025-06-27,09:53:36,Veritatis maiores repudiandae similique provident.,Rerum repellat facilis quo architecto consectetur officia accusantium.,Closed
INC02951,DEP010,DOC0053,NUR0122,Patient Complaint,Critical,2025-04-10,04:43:59,Itaque earum quo exercitationem fuga. Sit placeat debitis maiores velit nostrum impedit.,Ad rerum recusandae voluptatibus occaecati quisquam alias nesciunt repudiandae eveniet.,Closed
INC02952,DEP007,DOC0044,NUR0191,Patient Complaint,Critical,2025-09-19,10:53:42,Porro explicabo exercitationem architecto explicabo nesciunt.,Sapiente laboriosam mollitia beatae mollitia dolores.,Under Investigation
INC02953,DEP003,DOC0087,NUR0076,Equipment Failure,Medium,2025-04-07,04:18:13,Nulla assumenda sequi cum dolorum esse nemo.,Iste alias debitis vero provident voluptate vel tenetur.,Under Investigation
INC02954,DEP003,DOC0087,NUR0168,Equipment Failure,Low,2025-08-29,12:40:10,Dicta officia voluptate explicabo soluta maiores suscipit. Non sapiente fugiat iste ratione eveniet maiores.,Quae quisquam totam recusandae repellendus.,Resolved
INC02955,DEP005,DOC0094,NUR0035,Data Privacy Incident,Medium,2025-09-24,18:55:22,Aperiam placeat id cumque error. Necessitatibus accusantium cumque dolore beatae.,Laborum voluptate atque delectus.,Open
INC02956,DEP007,DOC0005,NUR0033,Patient Complaint,Low,2024-09-24,21:54:51,Ipsum non voluptate ex sunt perferendis.,Illum unde repellat voluptatem voluptates.,Open
INC02957,DEP006,DOC0049,NUR0056,Patient Complaint,Medium,2025-02-03,14:10:30,Maxime tempora eligendi totam quo ullam aspernatur.,Doloribus ut et est doloremque qui est.,Open
INC02958,DEP002,DOC0039,NUR0145,Equipment Failure,Medium,2025-02-04,12:55:42,Atque molestias repellat dolorem. Iusto accusantium autem cumque non odit dicta.,Mollitia nulla earum quisquam omnis nam cumque dolorum sunt.,Open
INC02959,DEP005,DOC0066,NUR0065,Delay in Treatment,Medium,2025-01-27,15:47:28,Praesentium excepturi eius mollitia dolor explicabo. Minima doloremque aliquid numquam.,Molestias illum hic mollitia repellendus voluptatibus.,Under Investigation
INC02960,DEP003,DOC0074,NUR0076,Data Privacy Incident,High,2025-03-04,16:09:39,Excepturi quasi earum placeat minima laudantium distinctio.,Illum iure laborum explicabo rem rem rerum eum optio voluptas tenetur.,Resolved
INC02961,DEP005,DOC0067,NUR0130,Data Privacy Incident,Medium,2024-12-12,18:13:50,Necessitatibus nisi doloribus maxime vero doloremque. Sapiente sunt minus nulla.,Blanditiis alias temporibus consequuntur molestias minus soluta.,Under Investigation
INC02962,DEP002,DOC0085,NUR0061,Equipment Failure,Low,2025-03-27,09:32:10,Debitis amet optio.,Neque aperiam consectetur sequi ducimus hic rerum nesciunt iure nihil.,Closed
INC02963,DEP001,DOC0081,NUR0164,Delay in Treatment,Low,2025-03-22,01:52:13,Voluptates molestiae doloremque tenetur impedit ab magni maiores.,Commodi reprehenderit animi vel natus quia illum aliquam dicta.,Under Investigation
INC02964,DEP004,DOC0056,NUR0175,Equipment Failure,High,2026-06-18,18:34:29,Error aliquam dolores. Dolorum aliquam velit voluptates magni molestiae ex.,Ut nulla laboriosam est minima magnam odit cupiditate.,Resolved
INC02965,DEP004,DOC0035,NUR0117,Patient Complaint,Low,2025-07-09,14:22:17,Molestiae placeat placeat facilis tempora.,Quod omnis architecto est expedita perferendis commodi quidem doloribus.,Closed
INC02966,DEP003,DOC0060,NUR0011,Fire Safety Incident,High,2025-08-23,03:45:30,Dolorum provident quos dolores doloremque ipsum ea. Sit ullam numquam magni voluptatum laboriosam.,Delectus eligendi quaerat sed facere corporis ipsa esse possimus dolorum.,Resolved
INC02967,DEP006,DOC0062,NUR0230,Medication Error,Medium,2025-09-12,02:39:59,Molestias omnis porro quidem fugiat ipsam.,Similique quibusdam doloribus magnam sunt atque reprehenderit facere.,Resolved
INC02968,DEP002,DOC0076,NUR0024,Delay in Treatment,Low,2025-01-03,01:15:19,Corrupti mollitia quos nostrum. Numquam error eveniet sapiente ipsa.,Ex est exercitationem at vel soluta accusantium perferendis.,Under Investigation
INC02969,DEP008,DOC0042,NUR0170,Laboratory Error,Critical,2025-11-12,13:40:15,Adipisci inventore alias ad ratione tenetur repudiandae. Distinctio totam recusandae veritatis.,Voluptas voluptatum deserunt enim fugiat delectus praesentium illum sequi aut.,Resolved
INC02970,DEP010,DOC0032,NUR0239,Laboratory Error,Critical,2025-08-05,13:45:16,Excepturi natus exercitationem ipsa corrupti. Ducimus delectus officia corporis ducimus minus eveniet.,Vitae ea illo sunt doloremque consequatur quo.,Closed
INC02971,DEP002,DOC0038,NUR0077,Needle Stick Injury,Low,2024-12-02,01:54:56,Libero molestias cum neque incidunt ducimus.,Veritatis expedita quos ad a distinctio labore eos esse.,Resolved
INC02972,DEP007,DOC0086,NUR0049,Patient Complaint,Low,2024-11-11,23:44:38,Exercitationem corporis sequi eveniet. Voluptatum nemo velit eius.,Doloribus voluptas tempore sed dignissimos amet.,Open
INC02973,DEP010,DOC0097,NUR0029,Delay in Treatment,Low,2024-10-28,14:40:04,Reiciendis non placeat asperiores velit.,Dicta rem quia perspiciatis.,Resolved
INC02974,DEP001,DOC0061,NUR0192,Medication Error,High,2024-11-01,11:08:25,Nostrum voluptatem tempore ipsum dignissimos doloribus.,Dolorum velit repellendus aperiam possimus aliquid laboriosam.,Closed
INC02975,DEP001,DOC0081,NUR0083,Patient Complaint,Critical,2025-08-13,23:14:53,Fuga animi hic dolores. Accusamus quo magnam.,Minima occaecati ullam iusto a quidem eos fuga ipsum.,Open
INC02976,DEP005,DOC0094,NUR0130,Patient Fall,Medium,2025-10-23,03:51:29,Voluptatibus quod ipsam nisi quidem assumenda.,Alias iusto maxime perferendis eligendi tempora fuga consequuntur corporis officia.,Open
INC02977,DEP009,DOC0070,NUR0044,Medication Error,Critical,2026-05-24,09:33:18,Aut sunt iure autem quis dolore rem.,Eaque nulla iure harum veniam quis dolor saepe perspiciatis dolorum.,Open
INC02978,DEP004,DOC0004,NUR0175,Equipment Failure,Medium,2025-12-22,07:56:48,Rerum molestias iusto neque.,Voluptas blanditiis quasi quos iste tenetur.,Open
INC02979,DEP010,DOC0014,NUR0129,Needle Stick Injury,Medium,2026-02-17,07:50:20,Tempore cum commodi voluptatem quam. Blanditiis labore pariatur optio.,Laudantium fugiat nihil sint fugiat dolorem laboriosam.,Closed
INC02980,DEP008,DOC0042,NUR0227,Fire Safety Incident,Medium,2025-02-25,05:36:43,Quos ratione ipsam laborum veritatis. Neque earum fugiat sed a possimus quidem at.,Consectetur harum hic molestias a doloribus laudantium.,Closed
INC02981,DEP010,DOC0080,NUR0129,Wrong Patient Identification,Low,2025-11-29,17:50:24,Cupiditate atque cupiditate quaerat laborum. Nisi quos veniam veritatis accusamus praesentium sit.,Incidunt accusantium fugiat perspiciatis nihil natus pariatur exercitationem odio.,Closed
INC02982,DEP002,DOC0050,NUR0241,Fire Safety Incident,Critical,2025-03-30,07:56:07,Necessitatibus vel sint asperiores neque aperiam architecto rerum.,Enim ducimus nihil odio autem non aspernatur iste delectus voluptates.,Open
INC02983,DEP007,DOC0043,NUR0201,Fire Safety Incident,Medium,2025-04-10,21:41:11,Nihil consequuntur nisi quos quia. Facere animi cumque maxime assumenda aperiam nesciunt.,Recusandae dignissimos placeat voluptas nemo odit voluptatem.,Resolved
INC02984,DEP009,DOC0099,NUR0146,Patient Fall,Medium,2025-06-07,12:11:52,Earum tempora doloribus placeat eius molestiae.,Accusantium necessitatibus itaque laboriosam earum minus doloremque optio.,Closed
INC02985,DEP004,DOC0082,NUR0175,Laboratory Error,Low,2026-01-13,22:25:59,Saepe explicabo atque perferendis at numquam accusamus. Ex accusantium modi minima nobis.,Id provident reiciendis doloribus occaecati maxime enim.,Resolved
INC02986,DEP002,DOC0050,NUR0198,Medication Error,Medium,2025-11-30,11:00:09,Saepe ab nemo.,Eveniet porro mollitia rerum recusandae.,Open
INC02987,DEP002,DOC0039,NUR0154,Medication Error,Critical,2025-02-23,00:57:41,Molestias quod repudiandae ex. Doloribus in ut autem dolorem.,Modi tempora cupiditate hic illo voluptas ea numquam.,Closed
INC02988,DEP008,DOC0006,NUR0112,Patient Fall,Low,2025-01-17,09:40:43,Animi sit consequuntur soluta dicta. Error neque praesentium dignissimos.,Recusandae accusantium ab non non expedita.,Resolved
INC02989,DEP008,DOC0022,NUR0152,Laboratory Error,High,2024-09-28,13:25:59,Nam sint nam unde corporis dicta facilis reiciendis. Magnam iure ex.,Dolor mollitia at dignissimos porro inventore cumque nulla.,Under Investigation
INC02990,DEP010,DOC0001,NUR0236,Data Privacy Incident,Medium,2025-09-05,16:04:44,Repellendus sequi atque voluptas velit incidunt nesciunt.,Dolore exercitationem reiciendis quis.,Under Investigation
INC02991,DEP003,DOC0087,NUR0213,Laboratory Error,Low,2025-07-23,19:49:08,Quaerat voluptas magni quibusdam tempore magni neque. Expedita blanditiis laborum similique sed et.,Laudantium odit sapiente sapiente voluptate perferendis quis sed quisquam.,Open
INC02992,DEP002,DOC0073,NUR0111,Fire Safety Incident,Medium,2026-01-13,01:55:17,Beatae nulla occaecati.,Voluptatibus similique rem ea labore deleniti excepturi perspiciatis.,Under Investigation
INC02993,DEP005,DOC0064,NUR0248,Fire Safety Incident,Low,2025-03-22,14:36:28,Sequi explicabo repellat dicta dolorum quas occaecati necessitatibus. Ab doloribus ea optio.,Corporis ab nemo at nam a.,Under Investigation
INC02994,DEP007,DOC0044,NUR0173,Needle Stick Injury,Low,2025-11-01,17:41:28,Accusamus quia facere mollitia. Cupiditate cum perspiciatis velit.,Quos soluta laboriosam voluptatum voluptatum.,Closed
INC02995,DEP003,DOC0074,NUR0219,Wrong Patient Identification,Critical,2026-06-24,18:41:31,Doloremque similique alias necessitatibus assumenda.,Consectetur sapiente quia id natus facere.,Closed
INC02996,DEP005,DOC0098,NUR0109,Medication Error,Medium,2025-10-07,06:01:57,Dolorum placeat possimus voluptas sit enim sapiente.,Voluptate corporis reprehenderit dolore veritatis cum.,Open
INC02997,DEP001,DOC0061,NUR0221,Fire Safety Incident,Medium,2025-10-07,08:47:35,Veritatis possimus nam tenetur suscipit repellendus dolores totam. Non quibusdam repellendus aliquam voluptas.,Repellat quis delectus ab ea sed voluptatem architecto.,Resolved
INC02998,DEP003,DOC0074,NUR0007,Laboratory Error,Critical,2025-12-15,13:11:53,Consectetur cum nulla corporis quibusdam repellat dolor. Libero voluptas error molestiae.,Cumque explicabo eos placeat quidem eius quibusdam a.,Closed
INC02999,DEP010,DOC0001,NUR0236,Patient Fall,High,2026-04-29,10:35:28,Accusantium consectetur maiores sequi qui iure numquam voluptas.,Cumque tempore quidem asperiores qui velit nisi expedita quis.,Open
INC03000,DEP010,DOC0069,NUR0161,Needle Stick Injury,Medium,2024-08-13,10:45:44,Maxime ut praesentium magnam ratione necessitatibus. Non ipsam praesentium laboriosam repellat odit cum dolorum.,Mollitia voluptas nostrum aut molestiae eum.,Resolved
INC03001,DEP004,DOC0004,NUR0189,Fire Safety Incident,High,2025-03-23,20:25:17,Nihil neque pariatur.,Incidunt architecto facere inventore perferendis excepturi officia.,Under Investigation
INC03002,DEP009,DOC0007,NUR0156,Fire Safety Incident,Low,2024-07-27,06:29:27,Architecto sit voluptatem aut.,Doloribus libero enim assumenda repudiandae quidem assumenda unde.,Closed
INC03003,DEP009,DOC0036,NUR0141,Patient Fall,High,2026-04-02,15:51:20,Blanditiis veniam ducimus inventore pariatur.,Maiores sequi asperiores eligendi suscipit ducimus velit aperiam.,Under Investigation
INC03004,DEP006,DOC0091,NUR0159,Medication Error,High,2024-06-30,04:19:05,Nam consequatur sit fugiat. Tempora ducimus amet sequi eligendi iusto asperiores.,Cupiditate quia possimus iste sit voluptatibus cupiditate magnam impedit distinctio.,Open
INC03005,DEP008,DOC0006,NUR0081,Needle Stick Injury,Low,2025-07-15,09:17:57,Quae porro praesentium numquam dolore aliquid molestiae doloribus.,Vitae qui illum nesciunt cum nemo cumque perferendis quae.,Open
